SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,CLV,ChargesRatio,ServiceCount,HasTechSupport,HasSecurityServices,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_1-2 years,TenureGroup_2-4 years,TenureGroup_4+ years,TenureGroup_6-12 months,ChargesCategory_Low,ChargesCategory_Medium
0,1,0,0.14307697319997809,1,1,1.0111034906829266,0.5155174587473736,0.4983707255293173,0.19575905506482572,0.35869822780900573,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,1,1,0.9164859351332638,1,1,0.1367174442137754,0.677167163559567,0.6579006946568341,0.19923939417131267,-0.9339920592758166,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
0,0,0,-0.06045170099299184,1,1,0.6576988836659831,0.1378082679158427,0.14398895979029117,-0.06976965288422354,0.35869822780900573,0,1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,-0.1825689055087738,0,1,-0.9633166142474143,-0.5816952702649228,-0.5681772337511662,-0.48105007771581837,-0.9339920592758166,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,0,-0.6710377235719016,1,0,-1.5257774676687466,-0.8655256490862239,-0.8763925587202505,1.239078710942185,-1.364888821637424,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False
0,0,0,-1.0780950719578415,1,0,-1.4859572302583868,-0.9516598430455984,-0.9564319515149285,1.2637736141666733,-1.364888821637424,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,-0.22327464034736777,1,1,0.695859944517578,-0.034767271993591815,0.008782536251502805,-0.6603454484899826,0.35869822780900573,0,1,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0,0,0,1.0386031396490458,1,1,-1.3150620447055927,-0.3619938392131716,-0.3652468588213788,0.08784288624522754,-0.9339920592758166,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
0,1,1,1.6084834273893616,1,1,1.326347036848275,2.3840765940825652,2.3065672986812786,0.3882674866998784,1.651388514893828,1,1,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False
0,0,0,-0.1825689055087738,0,1,-0.9682941439237093,-0.587070430101919,-0.570021257062947,-0.6097748551982766,-0.5030952969142092,1,1,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
0,1,1,0.30589991255435406,1,1,0.667653943018573,0.463499075181995,0.4841454028384365,-0.2013137062865745,-0.07219853455260174,0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
0,0,0,-1.2816237461508113,1,0,-1.4743429943470319,-0.9999265844390328,-1.0005128897298803,0.013252585746682186,-1.364888821637424,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0,-1.1188008067964355,1,1,0.5000771105833088,-0.8279214696551572,-0.8338922119153966,0.5054009982986899,-0.5030952969142092,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,0,-1.2816237461508113,1,1,0.14169497389007057,-0.978557581658485,-0.9791310003766119,0.013252585746682186,-0.9339920592758166,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,1,-0.8338606629262776,1,1,1.3396204493183947,-0.4491811257120391,-0.45472589475969705,0.16343652677236814,1.2204917525322205,0,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
0,0,0,-1.1188008067964355,1,1,1.034331962505636,-0.809975017627962,-0.7985484317729304,-0.8749703140766307,0.35869822780900573,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0,1,0,1.5677776925507676,1,1,0.7024966507526377,1.64394999367006,1.6744624505929722,-0.15987004374601946,1.651388514893828,1,1,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,-1.2002122764736234,1,1,0.39886734049864436,-0.9087024432054416,-0.908158055531523,-0.1538881356918179,-0.5030952969142092,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,0,-0.10115743583158582,1,0,-1.5025489958460367,-0.7211422740361364,-0.7506916363005228,1.7858217282919302,-1.364888821637424,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0,1,0,-0.30468611002455576,1,1,-1.4842980536996218,-0.7860610412103057,-0.7877916291208755,0.1036909474988136,-1.364888821637424,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False
0,1,1,0.7943687306174818,1,0,-1.3399496930870676,-0.42487223959207304,-0.4490182035565658,0.684973871999711,-0.9339920592758166,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
1,0,0,0.5501343215859179,1,1,1.495583045842304,1.1300847132532315,1.212095557822399,-0.56316408463834,1.651388514893828,0,1,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False
0,0,0,-0.9559778674420595,1,1,0.18483356441796028,-0.7465700709793139,-0.7309342436742995,-0.895185902481706,-0.9339920592758166,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,-0.5489205190561197,1,1,0.7273842991341125,-0.32248092955427354,-0.28500989210043853,-0.8051307394314573,-0.07219853455260174,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,0,-0.8338606629262776,1,1,-0.5153389433808665,-0.7405367283051346,-0.7492427608412664,0.5140351809750412,-0.5030952969142092,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
1,1,0,0.5094285867473239,1,1,1.1206091435614158,0.9769475064686075,0.9405411725041959,0.31216501571410193,1.2204917525322205,1,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0,1,1,0.14307697319997809,1,1,1.313073624378155,0.6079921473716129,0.6422045438482232,-0.3092995476898491,1.2204917525322205,0,1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
0,0,0,0.22448844287716607,1,1,1.0011484313303363,0.6107345758598762,0.5771368641325276,0.35055769068021786,0.7895949901706132,0,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
0,1,1,-1.2816237461508113,1,0,-1.5174815848749215,-1.0004970095645918,-1.0010836588501935,0.013252585746682186,-1.364888821637424,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,0,-0.9152721326034655,1,1,1.113972437326356,-0.5535689236892943,-0.5770461077744932,0.8566500683738785,0.7895949901706132,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
0,1,1,-0.7931549280876836,1,0,-0.6679831867872458,-0.7635511881786404,-0.7538089138037714,-0.6141014346492815,-0.9339920592758166,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,-0.5896262538947137,1,1,0.5664441729339085,-0.3834505997053438,-0.3614710015639228,-0.5261100647574685,1.2204917525322205,1,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False
0,1,0,0.18378270803857208,0,0,-0.6480730680820658,-0.30988769793616844,-0.2719919656256047,-0.7995921313531457,-0.07219853455260174,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0,1,-1.1188008067964355,1,0,-1.4793205240233267,-0.9553895457896364,-0.9648398197103103,3.147524539886249,-1.364888821637424,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,-0.8745663977648716,1,0,0.33250027814804467,-0.6510896807319381,-0.6475360941331633,-0.15771145737891135,-0.5030952969142092,0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,1,1.2828375486806096,1,1,1.135541732590301,1.698930200002763,1.7765423124951267,-0.4195799061800465,0.7895949901706132,1,1,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
0,0,0,-1.2816237461508113,1,0,-0.3112602266527725,-0.984547045476852,-0.9851240761398995,0.013252585746682186,-0.5030952969142092,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,1,0,0.18378270803857208,1,1,0.9148712502745568,0.5151664279008761,0.4931459928126049,0.24747065276339986,0.35869822780900573,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,1,1,0.631545791263106,1,1,1.3379612727596297,1.183924069334817,1.2085831324666259,-0.1566418781271696,1.2204917525322205,0,1,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
1,1,0,-0.5082147842175256,1,1,0.9828974891839214,-0.17537706544382886,-0.1792639362331964,0.08529207839311051,0.35869822780900573,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,0,-0.2639803751859618,1,1,0.15165003324266044,-0.21908040583279326,-0.2161444024688133,-0.04731952656741086,0.7895949901706132,0,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,-0.10115743583158582,1,0,-1.5108448786398618,-0.7550825690068833,-0.75398453507156,-0.08145638711555951,-1.364888821637424,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False
0,0,0,1.4863662228735797,1,1,0.06537285218688103,0.9998083903467704,1.0171998558939426,-0.11707436113566069,0.7895949901706132,1,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0,1,1,1.2421318138420157,1,1,0.8120023036311275,1.4472630224918142,1.463321781394066,-0.08335607248944579,2.0822852772554357,1,1,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
0,1,0,-1.1188008067964355,1,0,-1.5125040551986266,-0.9536124521292417,-0.9670350855576685,4.782641232865673,-1.364888821637424,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,0,0.26519417771576004,1,1,-1.4760021709057967,-0.6622787889640525,-0.6593466243919502,-0.13583280886502083,-1.364888821637424,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
0,0,1,-1.1595065416350294,1,1,1.2201597370873154,-0.8489613810171134,-0.8309066503629896,-1.622402905330786,0.7895949901706132,0,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0,1,0,1.1200146093262338,1,0,1.2019087949409006,1.6533839476696857,1.6551002058192736,0.00910066636578497,0.7895949901706132,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
0,1,1,-0.5489205190561197,1,0,1.273253386967795,-0.12577201894812187,-0.1477838239820805,0.4144537168840009,1.2204917525322205,1,1,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1,0,-0.8745663977648716,1,1,1.2301147964399053,-0.5063552748353529,-0.5168958235568798,0.34100061948898097,0.7895949901706132,0,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0,0,-0.06045170099299184,1,1,1.1620885575305409,0.3893438088593547,0.3508708132453233,0.4615540524757843,0.7895949901706132,0,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,0,-0.10115743583158582,1,1,0.642766294637098,0.061108027956093984,0.10085198588970352,-0.5496920278675725,0.35869822780900573,0,1,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,0.8350744654560759,1,0,-1.3382905165283026,-0.44771118404233,-0.43707595734693744,-0.28630944846199663,-0.9339920592758166,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0,0,0,-1.1188008067964355,1,1,0.8103431270723621,-0.8063330725955483,-0.813366476242598,0.5402672484548651,0.35869822780900573,1,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,0,0,0.7536629957788878,1,1,0.4868036981131887,0.7351311320875006,0.7728667670829803,-0.3161071559079864,-0.07219853455260174,0,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,1,0,1.5677776925507676,1,0,0.8086839505135972,1.7943447719664205,1.7742153306969268,0.1333497458022734,2.0822852772554357,1,1,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
0,0,1,1.1607203441648277,1,1,-1.3250171040581826,-0.3514629138182404,-0.33995739625981297,-0.2619632609578124,-0.9339920592758166,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
1,0,0,-0.9966836022806536,1,1,0.31756768911915967,-0.7427745499515576,-0.7478377906989572,0.29202658587681013,-0.5030952969142092,0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,-0.9152721326034655,1,1,-0.3311703453579522,-0.7593168785927619,-0.768253763079388,0.5678263747406836,-0.07219853455260174,1,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
0,1,0,-0.8338606629262776,0,1,-0.5004063543519814,-0.7381233912354629,-0.7468718737261196,0.5121472654048853,-0.07219853455260174,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True
0,1,0,1.3642490183577978,1,0,-0.03583691789778363,0.8623359350871068,0.8407004817663474,0.20197896496977877,0.35869822780900573,1,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0,0,0,-0.3453918448631497,1,0,-0.14866092389380306,-0.3767371347660752,-0.3725351414346078,-0.09584234772225048,0.35869822780900573,1,1,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1,1,-1.1595065416350294,1,0,-0.2797358720362375,-0.9057625598660234,-0.9102874634034603,0.6473836376721018,-0.07219853455260174,1,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,0,-1.1595065416350294,1,1,0.7970697146022425,-0.8530640540355553,-0.8532983620060427,-0.013305170074000797,0.35869822780900573,0,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.1023712383613841,1,0,-0.30960105009400735,-0.1241265618551639,-0.15511601191225674,0.5833961526825765,-0.07219853455260174,0,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
1,0,0,0.5094285867473239,1,1,0.689223238282518,0.6488653015606894,0.6836950683632923,-0.3069086841639823,0.35869822780900573,1,1,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,1.3235432835192036,1,1,1.495583045842304,2.123436190558019,2.1297166820181053,-0.011747176972045104,1.651388514893828,1,1,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False
0,1,1,-0.7524491932490895,1,1,0.5299422886410788,-0.503086300077343,-0.5122418599604806,0.2941326262496095,-0.5030952969142092,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,1,1.1607203441648277,0,1,-0.4722003528529765,0.346386409019198,0.34834625752086146,-0.006861734862034927,0.35869822780900573,1,1,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
0,1,1,1.4456604880349857,1,0,0.5116913464946635,1.34963256830964,1.389385227655043,-0.2422704232813803,-0.07219853455260174,0,1,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
0,1,1,-0.38609757970174374,1,1,-0.2382564580671127,-0.4460218480935598,-0.4263411073533562,-0.5250445825240178,0.35869822780900573,1,1,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
0,0,0,0.9164859351332638,1,1,0.5515115839050234,0.9697952529712167,0.9597497486685796,0.09839993943719129,-0.07219853455260174,0,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,1.4863662228735797,1,0,-1.3432680462045974,-0.2549952493150897,-0.26880883014693535,0.3040403736793701,-0.9339920592758166,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False
0,1,0,-1.0373893371192475,1,0,0.5415565245524336,-0.754380507313888,-0.7598019895670591,0.3275353170678068,1.2204917525322205,1,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1,1,1.6084834273893616,1,0,0.4685527559667738,1.5056438401499639,1.4894015396606801,0.1214429177772337,-0.07219853455260174,0,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,1,1,1.1607203441648277,1,1,-0.5053838840282764,0.29050668614234454,0.32156401418309205,-0.35193429583032043,-0.5030952969142092,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,1,0,1.2828375486806096,1,0,0.5100321699358986,1.192787598208884,1.246868568844552,-0.35907638140816805,-0.07219853455260174,0,1,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1,1,0,-0.019745966154397852,1,1,0.9380997220972668,0.2771675139754317,0.2999186929281406,-0.2581683198882235,0.35869822780900573,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,0,-1.2816237461508113,1,1,0.4851445215544238,-0.9740161200819208,-0.9745868000725804,0.013252585746682186,-0.07219853455260174,0,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,-1.2002122764736234,1,1,0.5763992322864984,-0.9148454830191515,-0.9011112521615032,-2.0597905452945797,-0.07219853455260174,1,1,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,-1.2002122764736234,1,0,-1.4842980536996218,-0.9867190488395567,-0.9829068576340679,-2.5855509128777796,-1.364888821637424,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,1.6084834273893616,1,1,0.6460846477546283,1.6661307552831337,1.6585248205411525,0.06417789541833323,1.651388514893828,1,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
0,0,1,-0.2639803751859618,0,1,-1.1657361544167435,-0.6638145489174799,-0.6693350839974297,0.2510692683221491,-0.9339920592758166,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
0,0,0,0.26519417771576004,1,1,1.1786803231181906,0.6592207115323717,0.7104992643595354,-0.4524702754836306,0.7895949901706132,0,1,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0,0,-1.2816237461508113,1,0,-1.5058673489635668,-1.0003434335692487,-1.0009299902408781,0.013252585746682186,-1.364888821637424,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0,-1.2816237461508113,1,1,-1.5075265255223318,-1.000365372997155,-1.0009519428993519,0.013252585746682186,-1.364888821637424,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,1,0.9571916699718578,1,0,0.7954105380434776,1.1709798068702142,1.1762688191935142,-0.01964693853768919,-0.07219853455260174,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False
1,1,0,0.428017117070136,1,1,1.4142833944628193,0.9805016937893966,1.0209537604929246,-0.29578679886643006,1.2204917525322205,1,1,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False
0,0,1,-1.2816237461508113,1,0,-1.3117436915880627,-0.9977765205042344,-0.9983615291994692,0.013252585746682186,-0.9339920592758166,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
